"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreGroupSetChildSet","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/set",""
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/$count","Sites","Get-MgGroupSiteTermStoreGroupSetChildCount","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/$count",""
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}/fromterm","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelationFromTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}/fromterm","Get-MgGroupSiteTermStoreGroupSetChildRelationFromTerm"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}/set","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelationSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}/set","Get-MgGroupSiteTermStoreGroupSetChildRelationSet"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}/toterm","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelationToTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}/toterm","Get-MgGroupSiteTermStoreGroupSetChildRelationToTerm"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/$count","Sites","Get-MgGroupSiteTermStoreGroupSetChildRelationCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/$count","Get-MgGroupSiteTermStoreGroupSetChildRelationCount"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreGroupSetChildSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/set","Get-MgGroupSiteTermStoreGroupSetChildSet"
"GET","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/$count","Sites","Get-MgGroupSiteTermStoreGroupSetChildCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/$count","Get-MgGroupSiteTermStoreGroupSetChildCount"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children","Sites","Get-MgGroupSiteTermStoreSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{};/groups/{}/sites/{}/termstore/sets/{}/children/{}/children;/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}","Get-MgGroupSiteTermStoreSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}","Sites","Get-MgGroupSiteTermStoreSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children","Get-MgGroupSiteTermStoreSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children","Sites","Get-MgGroupSiteTermStoreSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children","Get-MgGroupSiteTermStoreSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}","Sites","Get-MgGroupSiteTermStoreSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children","Get-MgGroupSiteTermStoreSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","Sites","Get-MgGroupSiteTermStoreSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{};/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations;/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}","Get-MgGroupSiteTermStoreSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}","Sites","Get-MgGroupSiteTermStoreSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/fromterm","Sites","Get-MgGroupSiteTermStoreSetChildRelationFromTerm","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/fromterm",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/set","Sites","Get-MgGroupSiteTermStoreSetChildRelationSet","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/set",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/toterm","Sites","Get-MgGroupSiteTermStoreSetChildRelationToTerm","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/toterm",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/$count","Sites","Get-MgGroupSiteTermStoreSetChildRelationCount","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/$count",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreSetChildSet","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/set",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/$count","Sites","Get-MgGroupSiteTermStoreSetChildCount","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/$count",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations","Sites","Get-MgGroupSiteTermStoreSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}","Sites","Get-MgGroupSiteTermStoreSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/fromterm","Sites","Get-MgGroupSiteTermStoreSetChildRelationFromTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/fromterm","Get-MgGroupSiteTermStoreSetChildRelationFromTerm"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/set","Sites","Get-MgGroupSiteTermStoreSetChildRelationSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/set","Get-MgGroupSiteTermStoreSetChildRelationSet"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/{}/toterm","Sites","Get-MgGroupSiteTermStoreSetChildRelationToTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}/toterm","Get-MgGroupSiteTermStoreSetChildRelationToTerm"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations/$count","Sites","Get-MgGroupSiteTermStoreSetChildRelationCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/$count","Get-MgGroupSiteTermStoreSetChildRelationCount"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreSetChildSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/set","Get-MgGroupSiteTermStoreSetChildSet"
"GET","/groups/{}/sites/{}/termstore/sets/{}/children/$count","Sites","Get-MgGroupSiteTermStoreSetChildCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/$count","Get-MgGroupSiteTermStoreSetChildCount"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{};/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children;/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}","Get-MgGroupSiteTermStoreSetParentGroupSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","Get-MgGroupSiteTermStoreSetParentGroupSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","Get-MgGroupSiteTermStoreSetParentGroupSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","Get-MgGroupSiteTermStoreSetParentGroupSetChild"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{};/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations;/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/fromterm","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationFromTerm","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/fromterm",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/set","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationSet","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/set",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/toterm","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationToTerm","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/toterm",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/$count","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationCount","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/$count",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildSet","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/set",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/$count","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildCount","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/$count",""
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/fromterm","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationFromTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/fromterm","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationFromTerm"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/set","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/set","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationSet"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}/toterm","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationToTerm","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}/toterm","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationToTerm"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/$count","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/$count","Get-MgGroupSiteTermStoreSetParentGroupSetChildRelationCount"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/set","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildSet","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/set","Get-MgGroupSiteTermStoreSetParentGroupSetChildSet"
"GET","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/$count","Sites","Get-MgGroupSiteTermStoreSetParentGroupSetChildCount","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/$count","Get-MgGroupSiteTermStoreSetParentGroupSetChildCount"
"GET","/groups/{}/sites/$count","Sites","Get-MgGroupSiteCount","keep","System.Object[]","/groups/{}/sites/{}/sites/$count","Get-MgGroupSubSiteCount"
"GET","/groupsettings","Groups","Get-MgGroupSetting","suppress","System.Object[]","/groups/{}/settings","Get-MgGroupSetting"
"GET","/groupsettings/{}","Groups","Get-MgGroupSetting","suppress","System.Object[]","/groups/{}/settings","Get-MgGroupSetting"
"GET","/groupsettings/$count","Groups","Get-MgGroupSettingCount","suppress","System.Object[]","/groups/{}/settings/$count","Get-MgGroupSettingCount"
"GET","/identitygovernance/catalogs/{}/resourceroles","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{};/identitygovernance/catalogs/{}/resources/{}/roles;/identitygovernance/catalogs/{}/resources/{}/roles/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{};/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes;/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{};/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions;/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{};/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files;/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/$count",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{};/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions;/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/{};/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files;/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resourceroles/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions",""
